basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,basic_fuel_consumed,can_km,can_fuel_consumed,country_code,vehcile_model
5.7,194.12,2,51.0,2004.0,11422.799952669127,29.95,,,AE,Volvo FH12 2004
0.1,2.83,2,23.5,2984.0,298.93309418685794,0.67,,,AE,2010 Volvo fh
0.0,0.0,0,0.0,1187.0,0.0,0.0,,,AE,"Vfh12, 2015"
0.56,283.41,11,22.91,24876.0,13818.4675030018,59.07,,,SA,"Vfh 12, 2015"
0.0,0.0,0,0.0,1071.0,0.0,0.0,,,AE,2011 Volvo fh
0.8,269.55,20,33.1,26337.0,21178.09392951041,57.09,269.9799999999959,20.799999999999955,AE,Toyota Rush 2022
0.93,121.31,25,40.56,11756.0,10969.284362803544,26.55,,,AE,H unicorn
0.83,175.49,2,37.5,12254.0,10217.263957336374,36.03,,,AE,2012 Volvo fh12
0.58,58.66,5,16.4,8643.0,5030.273956145491,12.58,,,AE,2014 Volvo fh
0.0,1.1,3,4.33,1631.0,0.0,0.37,0.8700000001117587,1.400000000023283,AE,2008 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2014 Volvo fh
1.16,440.97,11,28.82,19558.0,22651.958519815045,89.88,419.6299999998882,97.0,SA,2013 / Volvo fh
0.52,32.62,4,9.25,6228.0,3241.9974064020744,6.72,,,AE,2012 Volvo fh
0.19,88.21,7,22.57,20470.0,3819.971944022445,18.86,,,AE,Volvo FH 2007
0.53,612.7,14,19.93,67104.0,35272.2016661396,128.93,,,AE,Volvo FH12 2011
0.0,0.0,0,0.0,3434.0,0.0,0.0,0.0,1.4000000000014552,AE,2008 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2016 VOLVO FH
0.73,728.01,13,28.46,52201.0,38345.500414597336,151.11,,,AE,2015 Volvo fh
0.45,38.1,30,26.5,6029.0,2736.4115239997573,9.12,,,AE,H unicorn
0.27,142.08,17,21.18,34460.0,9329.033493398134,30.89,,,AE,2013 Volvo fh
0.46,528.14,15,35.67,64684.0,29879.709326707765,111.79,,,AE,2016 MAN
0.59,584.54,7,35.14,48581.0,28813.863522692147,121.94,0.0,270.0999999999767,OM,2012 volvo fh
0.4,168.82,8,18.88,32363.0,12815.829720598256,36.33,,,AE,Volvo FH12 2006
0.57,179.28,13,18.62,25791.0,14683.67108350552,38.91,,,AE,2001 Volvo fh12
0.5,60.59,4,16.0,9927.0,4958.546033163173,12.97,,,KW,2011 Volvo fh
0.42,252.61,15,8.6,34293.0,14378.648390129416,53.39,,,SA,2013 volvo fh12
0.0,9.68,5,17.2,3746.0,0.0,2.19,,,AE,2007 Volvo fh12
0.85,136.81,32,31.69,14895.0,12635.315302295869,30.18,,,AE,H unicorn
0.92,206.14,22,37.14,20072.0,18497.39919108324,44.1,,,AE,H unicorn
0.0,6.02,6,13.33,18633.0,13.199989440008448,1.5,,,AE,"Volvo fh13, 2010"
0.0,0.0,0,0.0,1661.0,0.0,0.0,0.0,0.0,AE,Toyota Hiace
0.0,0.0,0,0.0,3101.0,0.0,0.0,,,KW,2008 Volvo fh12
0.2,72.22,25,18.56,14072.0,2753.7261228109573,15.69,,,AE,H unicorn
0.84,755.29,12,41.92,46277.0,38692.4387276768,155.81,,,AE,357073299980231
0.88,547.19,8,40.0,34223.0,30056.97787136957,112.92,,,SA,2011 VOLVO FH
0.47,458.81,15,33.0,53670.0,25378.64648195057,97.19,,,SA,Volvo FH12 2011
0.2,137.22,9,22.78,38556.0,7763.275733242002,29.61,,,AE,2010 Volvo fh
0.43,230.94,6,32.0,29591.0,12695.36047308225,48.59,,,AE,Volvo FH12 2012
0.95,658.22,7,58.14,35505.0,33716.193350597096,135.01,672.6599999999962,227.5999999999985,OM,2012 Volvo fh
0.49,464.51,12,27.17,61638.0,30136.87505514614,98.76,443.75,105.78000000002794,AE,2014 Volvo fh
0.7,79.28,5,29.6,8814.0,6206.8271633397,16.61,,,AE,350424062340003
0.89,481.44,6,29.67,36398.0,32542.989038194544,99.96,,,AE,2006 Volvo fh 440
0.0,4.3,6,4.33,5018.0,0.0,1.16,,,AE,862476051334141
0.0,0.0,0,0.0,943.0,0.0,0.0,,,AE,351742101089375
0.0,0.12,3,52.33,46725.0,1.0013237022522965,0.18,,,SA,Volvo Fh12 2011
0.78,334.98,5,36.0,23022.0,18065.774778879226,69.5,323.5,120.19999999999708,AE,2014 Volvo fh
0.03,25.2,14,8.79,25412.0,818.1326788271901,5.74,,,SA,Volvo FH 2007
0.0,0.0,0,0.0,12289.0,0.0,0.0,,,AE,Volvo FH12 2007
0.09,7.31,2,22.0,6270.0,557.8904627785388,1.56,,,AE,Volvo FH 2007
0.06,24.57,8,15.12,14687.0,910.0659386139156,5.31,,,SA,351742101089375
0.88,384.45,5,47.8,26455.0,23354.42363764868,79.43,,,SA,2011 Volvo fh
0.43,440.91,9,38.78,59616.0,25737.37911566406,93.52,,,AE,2013 volvo fh
0.24,57.81,7,20.43,18743.0,4419.885110012854,12.75,,,AE,Volvo FH 2007
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH 2008
0.77,191.88,18,41.5,19087.0,14752.164019327736,41.11,192.20999999999185,15.100000000000025,AE,Toyota rush 2022
0.54,226.88,5,31.8,25141.0,13574.129078777232,47.49,213.87999999988824,92.69999999999708,AE,2008/Volvo FH
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,Renault Symbol
0.99,806.92,6,65.0,41688.0,41332.85394460699,165.05,,,SA,2012 Volvo fh12
0.8,824.04,10,31.4,53783.0,42790.80192030896,170.18,,,AE,2015 Volvo fh
0.39,159.63,16,10.06,25906.0,10091.971957819604,34.18,,,SA,2005 Volvo fh12
0.78,131.88,1,54.0,11319.0,8791.792966565627,27.34,,,AE,Volvo FH12 2004
0.15,93.57,11,22.45,35911.0,5370.770226710391,20.16,,,SA,9281
0.0,0.58,1,10.0,304.0,0.0,0.17,,,AE,"Volvo fh12, 2005"
0.84,808.54,10,57.5,56338.0,47143.78253125321,167.59,,,SA,Volvo FH12 2011
0.88,825.44,9,50.56,44231.0,39136.64367790434,169.34,,,AE,2015 Volvo fh
0.57,549.49,14,24.86,52906.0,30085.78414070526,115.41,,,AE,2009 Volvo fh12
0.65,292.4,6,40.83,26774.0,17502.297952764413,60.95,,,SA,2012 volvo FH
0.81,657.27,12,35.83,45100.0,36309.48737339123,136.42,,,AE,2011 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,"volvo fh12, 2006"
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2004
0.87,898.16,12,33.25,49646.0,43136.035111425066,184.54,,,AE,Volvo FH12 2008
0.0,0.0,0,0.0,446.0,0.0,0.0,,,AE,2013  volvo fh12
0.41,140.14,9,22.44,20025.0,8222.543241648174,29.9,,,AE,2012 Volvo fh
0.0,0.0,0,0.0,13093.0,0.0,0.0,0.0,26.0,AE,2012 volvo fh
0.74,95.39,3,30.67,8935.0,6643.369230759161,19.71,,,SA,2011 Volvo fh
0.05,30.16,11,6.73,20962.0,1085.141989029266,6.58,29.129999999990105,15.900000000023285,OM,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2004 Volvo fh12
0.44,402.44,7,36.57,39837.0,17633.706192109734,83.6,,,SA,351742100802398
0.0,1.33,2,5.0,1369.0,0.0,0.37,1.3799999998882413,0.5999999999912689,AE,2014 Volvo fh
0.49,76.15,6,24.17,10111.0,4945.659936721659,16.19,,,SA,2006 Volvofh12 
0.98,415.31,4,31.75,25893.0,25285.91871863344,85.48,,,AE,2014 Volvo fh12
0.23,134.77,5,24.0,33472.0,7764.354365439583,28.88,,,SA,2013 Volvo fh
0.82,526.31,11,48.09,36929.0,30279.51631467254,109.22,,,AE,351742101075994
0.48,239.98,4,40.0,31725.0,15083.307011695404,50.86,232.0,65.30000000000291,AE,2014 Volvo fh
0.56,21.31,4,15.25,4852.0,2708.498982626101,4.46,,,AE,350424062340086
0.65,227.76,13,17.15,23172.0,15146.11022915287,48.37,,,SA,2008 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2015 / Volvo fh12
0.86,138.07,25,35.0,14484.0,12468.16987281281,30.06,,,AE,H unicorn
0.0,0.0,0,0.0,0.0,0.0,0.0,,,SA,Volvo fh12 2007
0.1,16.66,11,5.64,18496.0,1822.59164537496,3.88,,,SA,2011 Volvo fh
0.0,0.0,0,0.0,14539.0,0.0,0.0,,,AE,2011/ Volvo FH
0.0,0.39,2,8.0,12223.0,0.0,0.18,,,AE,"Vfh12, 2015"
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2000
0.36,84.58,26,24.65,12803.0,4641.676097303886,18.96,,,AE,H unicorn
0.0,0.51,1,1.0,23378.0,0.0,0.15,,,SA,Volvo fh12 2007
0.52,50.71,14,21.43,6828.0,3580.8554210299485,10.84,,,AE,H unicorn
0.53,101.62,14,17.57,19476.0,10345.09072170384,22.28,,,AE,Volvo FH12 2003
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,"VOLVO FH12, 2002"
0.45,111.13,15,15.0,22908.0,10404.633081730202,24.34,,,AE,2015 VOLVO FH
0.22,161.83,12,21.08,57572.0,12929.14054141962,35.49,,,AE,Volvo FH12 2004
0.0,0.0,0,0.0,1904.0,0.0,0.0,0.0,0.5,AE,2008 Volvo fh
0.87,254.96,8,40.38,17140.0,14956.117966914127,52.95,,,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,SA,Volvo FH12 2008
0.65,461.66,10,41.3,38807.0,25279.046780266315,96.64,,,AE,351742100671413
0.0,0.0,0,0.0,4137.0,0.0,0.0,,,AE,2012 Volvo fh
0.52,446.0,11,24.55,47446.0,24829.03924971045,93.55,,,SA,2007 Volvo fh12
0.35,77.02,16,22.69,15235.0,5387.704535755744,16.96,,,AE,H unicorn
0.15,70.46,20,16.2,25985.0,3959.9522026628088,15.99,,,AE,"Volvo fh12, 2003"
1.0,607.27,5,47.6,34383.0,34531.801406816936,124.38,,,SA,"Vfh12, 2015"
0.72,446.33,11,39.82,38980.0,28116.497291861902,93.28,,,AE,2011 Volvo fh
0.71,639.95,13,33.0,45707.0,32314.826622895707,132.68,,,KW,2014 Volvo fh
0.69,159.76,20,33.75,18356.0,12642.819378229233,34.51,,,AE,Honda Unicorn
0.66,497.52,3,68.67,37846.0,25161.45565553532,102.86,,,SA,351742101076414
0.36,234.95,2,65.0,33668.0,12106.960496249783,49.34,,,SA,Volvo FH12 2007
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2012
0.76,563.38,10,28.0,37065.0,28205.99737584549,116.45,,,SA,"volvo fh12, 2015"
0.0,0.34,1,2.0,3218.0,0.0,0.12,,,AE,Volvo FH12 2010
0.5,307.86,21,36.76,44711.0,22569.986670621023,66.5,0.0,29.799999999999727,AE,Toyota rush 2022
0.46,367.56,16,26.69,41987.0,19498.989224714853,77.69,,,BH,2012 Volvo Fh
0.87,430.55,3,68.33,26049.0,22768.66797170417,88.59,,,AE,Volvo FH12 2007
0.0,0.1,2,2.5,10549.0,0.0,0.12,,,AE,Volvo FH12 2012
0.46,32.66,2,24.5,5769.0,2659.767872185702,6.63,,,KW,2006 Volvo fh 440
0.0,0.0,0,0.0,957.0,0.0,0.0,,,AE,Volvo FH 2000
0.26,166.39,19,18.11,37092.0,9786.373456617306,35.86,,,AE,Volvo FH12 2007
0.85,941.35,8,55.0,52543.0,44898.454042995465,193.49,,,AE,2011/ Volvo FH
0.0,8.04,9,1.56,51579.0,0.0,2.06,,,SA,2005 Volvo fh12
0.28,177.01,9,20.89,40081.0,11228.446615698304,38.26,,,AE,Volvo FH 2008
0.65,293.14,6,32.83,31519.0,20596.634650511827,61.64,,,AE,2008 Volvo fh12
0.79,642.44,2,71.5,41334.0,32650.1554183372,132.61,,,SA,2011 Volvo fh
0.46,85.16,24,24.46,12107.0,5520.092214999016,18.91,,,AE,H unicorn
0.7,935.89,16,34.94,64525.0,45215.23506804764,194.09,,,AE,Volvo FH 2012
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2015 MAN
0.31,47.18,4,17.75,10977.0,3444.1686732364897,9.64,,,SA,Volvo FH 2007
0.39,135.25,11,9.0,22183.0,8606.77802023796,29.06,,,SA,2013 volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,"VOLVO FH12, 2002"
0.12,36.23,9,13.56,16226.0,1982.593062754981,7.7,,,AE,"Vfh12, 2015"
2.47,215.84,10,18.5,5049.0,12459.94589411225,41.49,358.25,122.19999999999708,AE,2014 Volvo fh
0.25,210.0,15,24.47,47163.0,11688.05907441514,45.23,,,SA,862476050160836
0.08,58.14,23,11.7,36934.0,2924.608948071188,12.78,,,SA,Volvo FH12 2011
0.81,519.48,8,32.12,27871.0,22605.719883338526,106.89,,,SA,Volvo FH12 2007
0.93,24.88,1,27.0,3563.0,3317.464012695456,5.03,,,AE,2008 Volvo fh12
0.34,380.14,23,20.3,58765.0,20151.195193458127,80.98,,,AE,2011 Renault premium
0.34,328.59,8,30.25,46624.0,15776.403769444622,69.17,,,SA,"Vfh 12, 2015"
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2016 MAN
0.05,26.36,16,8.94,30995.0,1489.0988087209528,6.07,,,SA,VOLVO FH 2008
0.0,0.0,0,0.0,14794.0,0.0,0.0,,,AE,2011 Volvo fh
0.84,844.23,7,42.29,55348.0,46665.32810939339,174.11,,,SA,2013 Volvo fh
0.34,391.05,11,24.91,60599.0,20315.361913962544,82.59,,,SA,351742100671413
0.85,432.21,8,40.38,26648.0,22771.451233885982,89.25,,,AE,Volvo FH12 2008
0.59,125.29,8,17.75,14280.0,8355.673315461347,26.64,,,AE,2007 Volvo fh12
0.43,252.98,12,18.58,32641.0,14139.125699485265,53.29,,,SA,2012 Volvo Fh
115.72,75.26,9,15.89,59.0,6827.725212482497,-64.5,,,AE,2008 Volvo fh12
0.66,366.92,12,29.92,26183.0,17177.160427365383,76.15,,,SA,2010 Volvo fh
0.03,12.32,2,25.0,23695.0,614.137008690393,2.56,,,AE,351742101089375
0.3,211.38,11,18.73,42364.0,12517.497546111026,45.21,,,AE,2013 Volvo fh
0.0,0.06,1,0.0,2345.0,0.0,0.06,,,SA,2011 Volvo fh
0.0,13.58,8,9.5,9211.0,0.0,3.12,14.62999999988824,8.589999999996508,AE,2012 Volvo fh
0.96,382.57,5,46.6,26822.0,25674.634381922584,79.07,,,AE,2004 Volvo fh12
0.48,69.73,7,27.43,10786.0,5198.858596351488,14.96,69.77999999999884,0.0,AE,Ford Transit 2020
0.5,135.34,8,24.62,23134.0,11512.808378967224,29.42,,,AE,Volvo FH12 2004
0.56,673.16,16,29.06,56334.0,31671.37520396033,140.28,,,AE,2017 VOLVO FH
0.0,0.35,3,2.33,3052.0,0.0,0.22,0.3700000001117587,1.9099999999743889,AE,2008 Volvo fh12
0.41,113.77,8,23.88,20071.0,8132.309630515931,24.59,,,AE,2012 Volvo fh
0.18,111.8,29,19.83,23780.0,4166.8457637958445,24.69,,,AE,H unicorn
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,H unicorn
0.71,249.77,9,38.22,21403.0,15194.57850318587,52.42,,,AE,Volvo FH12 2007
0.75,445.56,14,34.14,31344.0,23602.478985270165,92.65,,,AE,"Volvo fh12, 2006"
0.09,63.3,15,6.13,51712.0,4456.006191292608,14.35,,,SA,2012 Volvo fh
0.45,450.46,14,31.14,58278.0,26453.54448666257,95.57,,,AE,Volvo FH12 2006
0.61,244.85,7,25.14,23190.0,14047.415271663664,51.05,,,AE,2011 Volvo fh
0.54,151.15,10,34.1,19179.0,10291.825234851329,31.98,,,AE,Volvo FH12 2006
0.65,761.24,21,31.76,58199.0,37604.0940474525,158.77,,,AE,"volvo fh12, 2015"
0.41,70.4,6,24.33,16519.0,6691.1378049844925,15.1,,,AE,2007 Volvo fh12
0.33,93.62,11,12.18,30325.0,9983.401065003283,20.81,,,AE,2003 Volvo fh
0.42,210.0,9,20.78,38666.0,16274.422168914549,45.27,199.12000000011176,73.31999999994878,AE,2014 Volvo fh
0.46,169.36,18,20.83,35428.0,16315.024968751371,37.48,,,AE,2003 Volvo fh
0.43,109.05,7,20.57,15393.0,6629.868380315822,22.86,,,AE,"Volvo fh12, 2003"
0.54,176.7,5,29.0,17845.0,9627.906056398982,36.84,,,AE,2007 Volvo fh12
0.7,772.92,11,43.36,58722.0,40947.83735205775,160.76,,,AE,Mercedes actros 2007
0.0,0.0,0,0.0,236.0,0.0,0.0,,,SA,Volvo fh
0.53,244.18,18,23.83,24395.0,13040.29451184952,51.61,,,SA,"Volvo Fh13, 2010"
0.56,37.26,9,24.11,4043.0,2267.736144994757,7.9,,,AE,H unicorn
0.0,446.0,11,29.55,0.0,27776.21803304313,89.75,,,AE,Volvo FH 2008
0.73,295.17,3,55.67,19099.0,13889.611336072125,60.66,,,AE,2009Volvo fh
0.39,363.58,19,13.89,52458.0,20236.299875614663,77.32,,,SA,2012 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Honda Unicorn
0.0,1.03,1,9.0,1442.0,0.0,0.26,,,AE,2015 Volvo fh
0.4,216.58,5,32.0,37820.0,14940.73034635858,46.46,0.0,91.80000000000292,AE,2008/Volvo FH
0.27,140.78,13,13.54,47496.0,12821.94367378504,31.24,,,AE,2001 Volvo fh12
0.46,281.27,20,25.85,56892.0,26141.006261505845,62.0,,,AE,2015 VOLVO FH
0.68,381.34,9,40.11,29980.0,20323.37844455448,79.34,,,SA,Volvo FH12 2006
0.23,114.47,6,30.17,32826.0,7404.048603680999,24.88,,,AE,Volvo FH12 2000
0.0,0.07,1,1.0,1754.0,0.0,0.06,,,SA,2012 volvo fh
0.54,336.09,12,25.83,32034.0,17428.928084779476,70.29,,,SA,2012 Volvo fh
0.24,176.67,8,19.0,46106.0,10923.98426081259,38.24,,,KW,2014 Volvo fh
0.53,231.29,5,27.2,31272.0,16428.12114321737,49.04,225.12000000011176,130.10000000000582,AE,2008 Volvo fh12
0.63,110.73,14,31.93,11519.0,7254.34399909776,23.96,110.83999999999652,8.800000000000182,AE,Toyota Avanza 2020
0.88,225.15,2,56.0,14820.0,12986.9831292351,46.29,,,AE,2011 Volvo fh
0.0,0.99,3,3.67,14805.0,0.0,0.35,,,AE,2007 Volvo fh12
0.24,12.03,2,28.5,2583.0,627.9423547889733,2.51,12.029999999998836,1.3999999999996362,AE,"Ford transit, 2020"
0.0,6.07,4,9.5,3048.0,0.0,1.41,,,AE,2015 Volvo fh
0.39,303.4,9,26.67,47650.0,18689.19571312251,64.76,,,AE,350424062352586
0.52,458.96,20,21.0,51280.0,26832.816294999026,97.23,,,SA,Volvo FH12 2007
0.59,346.16,4,43.75,35995.0,21192.80381188598,72.37,335.0,138.59999999997672,AE,2008/ Volvo FH
0.0,0.0,0,0.0,143.0,0.0,0.0,,,AE,Volvo FH12 2010
0.82,397.15,4,51.75,24623.0,20161.25955210607,81.76,378.1299999998882,102.19999999999708,AE,2014 Volvo fh
0.71,484.87,12,33.25,35836.0,25518.71583297874,101.08,,,SA,2012 Volvo fh12
0.54,121.46,20,29.0,16386.0,8927.800009137434,26.53,,,AE,Honda Unicorn
0.39,437.32,11,18.82,65412.0,25788.585032925075,93.08,,,SA,"Volvo fh12, 2005"
0.89,299.1,4,34.0,19760.0,17532.821481764204,61.53,283.37000000011176,97.61999999999534,AE,2014 Volvo fh
0.46,282.48,25,20.88,59659.0,27716.05049124428,62.47,305.25,79.60000000000582,AE,2014 Volvo fh
0.54,449.99,10,30.1,48679.0,26375.99108606726,94.84,,,AE,Volvo FH12 2007
0.43,369.31,8,33.5,45426.0,19487.91554539186,77.76,,,AE,2013 volvo fh
0.46,227.25,2,32.0,29247.0,13360.94668829183,47.59,,,AE,2013 Volvo fh
0.36,56.37,4,18.25,17347.0,6301.723530049747,12.22,,,AE,2012 Volvo Fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,SA,2005 Volvo fh12
0.46,413.76,16,24.25,44703.0,20490.676688264302,86.95,,,AE,2006 volvo fh12
0.09,54.83,6,22.33,34468.0,3220.0669524474933,11.27,,,SA,9281
0.0,17.64,11,9.27,18760.0,0.0,4.08,17.37000000011176,19.39999999999418,AE,2008 Volvo fh
0.7,379.95,9,22.0,30484.0,21345.311159045188,78.99,,,AE,2012 Volbo fh
0.0,5.63,5,9.4,12665.0,0.0,1.38,,,AE,"volvo fh12, 2015"
0.84,50.33,6,34.83,6455.0,5407.629340910095,10.78,,,AE,H unicorn
0.28,82.94,26,21.12,16836.0,4724.830154707051,18.69,,,AE,H unicorn
0.13,76.56,30,8.6,31068.0,3884.581507719408,17.72,,,AE,"Volvo fh12, 2003"
0.4,220.81,11,27.09,37934.0,15309.573266105512,47.58,214.25,80.90999999997439,AE,2008/ Volvo FH
0.43,462.26,17,24.24,55464.0,24112.41543468708,97.48,,,AE,2011 Volvo fh
1.05,1104.4,6,47.17,60722.0,63755.44714776892,225.69,,,SA,2011 Volvo fh
0.39,90.74,6,18.67,23645.0,9233.04537330396,19.9,,,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2007 Volvo fh12
0.0,0.0,0,0.0,5176.0,0.0,0.0,,,AE,2006 volvo fh
0.65,441.14,12,28.83,38471.0,24942.29790645971,92.1,,,AE,Volvo FH 2008
0.14,111.5,11,11.0,56362.0,7887.400190079848,24.65,115.25999999977648,101.73999999999069,OM,2012 Volvo fh
0.2,76.75,7,17.71,25405.0,5062.927042095342,16.56,,,SA,2013 Volvo fh
2.39,231.93,8,27.38,6461.0,15426.714688230684,44.1,240.62999999988824,93.19000000000231,AE,2008 Volvo fh12
0.98,707.39,6,54.67,38123.0,37213.19190101224,144.95,,,SA,2005 Volvo fh12
0.68,536.0,18,30.56,43019.0,29164.097212022345,112.3,,,AE,2011 VOLVO FH
0.54,416.7,12,23.25,46787.0,25047.049141822525,87.69,,,AE,2012 Volvo fh12
0.0,0.0,0,0.0,2420.0,0.0,0.0,,,AE,2006 Volvo fh 440
0.54,122.39,3,22.33,16543.0,8981.092815125749,25.87,,,AE,Volvo FH12 2004
0.4,120.63,6,20.17,21508.0,8603.430617255506,25.87,117.75999999977648,67.19999999999709,AE,2008 Volvo fh12
0.49,148.67,15,20.93,31971.0,15567.68651663158,33.12,,,AE,2012 Volvo fh12
0.0,0.0,0,0.0,8079.0,0.0,0.0,,,AE,Mercedes Actros 2005
0.79,956.29,8,59.62,62045.0,48925.60219466365,197.48,,,SA,Volvo FH12 2006
0.3,189.02,7,16.14,32884.0,9702.985341060004,39.74,178.75,59.19000000000233,AE,2014 Volvo fh
0.76,239.86,10,33.0,20356.0,15471.100360037966,50.34,,,AE,2012 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2006
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2012
0.49,443.39,12,30.5,50582.0,24707.765702372904,93.23,,,AE,862476050161008
0.7,106.0,46,34.33,12443.0,8650.04587558478,24.53,,,AE,H unicorn
0.69,417.59,7,46.71,39575.0,27329.93030121737,87.48,368.1299999998882,150.38000000000466,AE,2008 Volvo fh12
0.0,0.0,0,0.0,9009.0,0.0,0.0,,,AE,2016 MAN
0.0,40.41,15,8.07,29905.0,0.0,8.83,,,AE,Volvo FH12 2006
0.58,415.42,15,21.2,44730.0,26045.9761584902,87.98,421.5,116.80999999999769,AE,2012 Volvo fh
0.78,440.03,6,38.5,29608.0,23121.477139745584,91.03,,,AE,2013 Volvo fh
0.53,470.34,11,31.73,47614.0,25444.675991750188,99.0,450.2099999999919,145.90000000002328,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Honda unicorn
0.34,247.15,9,33.0,52853.0,18214.50813625788,53.67,238.75,116.78000000002794,AE,2008/ Volvo FH
0.0,2.25,2,12.5,4281.0,0.0,0.55,,,AE,2004 Volvo fh12
0.67,567.45,13,37.69,44228.0,29720.48778995886,118.38,,,AE,2013 Volvo fh12
0.39,35.68,2,18.5,10810.0,4170.476663618669,7.97,,,BH,Volvo FH12 2012
0.0,0.77,3,6.0,27458.0,0.0,0.3,2.8700000001117587,13.80000000000291,AE,2012 Volvo fh
0.0,611.05,18,18.61,0.0,37447.75523846976,123.11,,,AE,2008 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2006 Volvo fh12 
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Mercedes actros 2007
0.3,113.96,11,11.45,30716.0,9226.32710169694,24.92,120.12000000011176,43.5,AE,2008 Volvo fh12
0.71,357.07,2,50.0,23637.0,16690.107700545417,73.54,,,OM,2014/Volvo FH
0.27,53.78,6,20.67,18156.0,4850.783341439186,11.87,,,AE,Volvo FH12 2007
0.86,423.12,5,40.0,26286.0,22477.454646258444,87.28,,,AE,Mercedes Actros 2005
0.41,275.05,18,27.78,42911.0,17601.2065277866,58.76,,,SA,Volvo FH12 2007
0.88,210.32,7,21.43,14937.0,13203.341050230383,43.56,,,AE,2012 Volvo fh12
0.35,367.08,9,33.67,50738.0,17998.850245118338,76.87,,,SA,Volvo FH12 2007
0.69,556.17,12,46.67,43377.0,29717.666562563685,116.0,,,AE,Volvo FH12 2007
0.51,373.63,10,40.1,38841.0,19778.448649326565,78.44,,,SA,351742100802398
0.16,53.64,4,36.5,21353.0,3519.3477108376205,10.93,,,AE,Volvo FH12 2000
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,H unicorn
0.0,1.13,2,7.0,0.0,0.0,0.33,,,AE,351742100659681
0.12,24.27,5,13.4,10354.0,1228.932350187453,5.1,24.0,16.5,AE,2007 Volvo fh12
0.67,411.86,4,48.5,31348.0,21003.936746422205,85.23,,,AE,2008 Volvo
0.19,155.96,15,19.67,65351.0,12432.69002114117,34.54,153.0,37.20000000001164,AE,2014 Volvo fh
0.74,442.19,7,29.29,29939.0,22210.39713959128,91.67,,,AE,Volvo FH12 2012
0.97,271.96,4,73.0,12648.0,12234.14128109902,55.56,263.75,88.80999999999767,OM,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,"VOLVO FH12, 2002"
0.91,253.67,13,28.0,22638.0,20572.013950660777,53.2,,,AE,2012 Volvo fh
0.0,7.33,17,1.41,46340.0,0.0,2.32,,,SA,2008 Volvo fh12
0.87,435.77,6,42.83,27296.0,23619.28556679424,89.82,,,AE,Volvo FH12 2012
0.44,248.54,20,20.45,52645.0,23012.4642072282,54.87,,,AE,2005 Volvo fh12
0.07,28.19,14,4.29,22958.0,1635.4272630867608,6.34,,,SA,2011 Volvo fh
0.69,231.57,12,12.0,22318.0,15304.045642574678,48.99,,,AE,2011 Volvo fh
0.41,302.26,14,20.64,36075.0,14743.097430651467,64.01,,,AE,Volvo FH12 2004
0.0,0.1,1,1.0,197.0,0.0,0.07,0.0700000000069849,0.0,AE,Toyota Avanza 2020
0.37,144.48,5,28.6,23659.0,8745.55608047821,30.63,,,AE,351742101089375
0.52,389.89,16,17.75,38083.0,19943.91957741689,81.94,,,AE,2008 Volvo fh12
0.78,366.97,8,34.5,25100.0,19472.90426476256,76.08,,,SA,2010 volvo fh
0.0,10.41,10,10.7,38949.0,0.0,2.58,,,SA,9281
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,2013 Volvo fh
0.0,2.07,4,3.5,1087.0,0.0,0.61,,,AE,2013 Volvo fh
0.46,150.56,10,20.0,17187.0,7965.140151347459,31.96,,,SA,2011 Renault premium
